F,I,I,Q,A
tensor(62),tensor(61.8934)
tensor(12),tensor(12.2976)
tensor(9),tensor(8.4615)
tensor(30),tensor(29.7087)
tensor(31),tensor(31.2368)
tensor(82),tensor(82.9389)
tensor(60),tensor(60.1717)
tensor(45),tensor(45.1232)
tensor(17),tensor(16.6907)
tensor(0),tensor(3.0003)
tensor(3),tensor(3.0105)
tensor(24),tensor(23.6555)
tensor(10),tensor(9.8538)
tensor(11),tensor(11.1940)
tensor(67),tensor(67.5938)
tensor(101),tensor(100.8374)
tensor(97),tensor(95.9574)
tensor(164),tensor(164.0831)
tensor(179),tensor(179.3259)
tensor(183),tensor(181.0917)
tensor(184),tensor(183.7607)
tensor(136),tensor(136.1590)
tensor(109),tensor(108.7171)
tensor(22),tensor(22.0087)
tensor(91),tensor(90.7400)
tensor(187),tensor(186.9833)
tensor(188),tensor(144.7538)
tensor(189),tensor(130.7483)
tensor(28),tensor(31.2949)
tensor(137),tensor(136.9414)
tensor(175),tensor(174.7200)
tensor(146),tensor(146.5610)
tensor(167),tensor(129.8284)
tensor(190),tensor(189.2042)
tensor(46),tensor(45.7161)
tensor(36),tensor(35.9633)
tensor(147),tensor(146.8774)
tensor(148),tensor(146.6492)
tensor(191),tensor(174.1192)
tensor(156),tensor(154.3404)
tensor(134),tensor(133.9107)
tensor(149),tensor(141.1936)
tensor(157),tensor(157.3736)
tensor(192),tensor(130.2096)
tensor(159),tensor(158.8896)
tensor(63),tensor(63.0283)
tensor(64),tensor(63.8505)
tensor(110),tensor(110.0719)
tensor(111),tensor(109.6316)
tensor(144),tensor(143.7747)
tensor(85),tensor(84.2300)
tensor(145),tensor(145.2354)
tensor(126),tensor(125.2385)
tensor(139),tensor(138.6832)
tensor(193),tensor(174.7333)
tensor(194),tensor(182.8564)
tensor(47),tensor(47.1279)
tensor(37),tensor(37.0853)
tensor(26),tensor(26.0081)
tensor(112),tensor(186.7650)
tensor(135),tensor(185.8023)
tensor(100),tensor(98.5160)
tensor(127),tensor(137.6579)
tensor(74),tensor(70.4678)
tensor(195),tensor(177.3250)
tensor(92),tensor(93.5228)
tensor(4),tensor(4.2968)
tensor(5),tensor(4.7835)
tensor(32),tensor(31.7707)
tensor(61),tensor(61.2521)
tensor(128),tensor(128.9451)
tensor(150),tensor(151.3136)
tensor(120),tensor(117.5862)
tensor(68),tensor(66.6178)
tensor(69),tensor(69.6351)
tensor(113),tensor(113.0136)
tensor(86),tensor(85.9132)
tensor(48),tensor(95.7288)
tensor(70),tensor(71.7615)
tensor(71),tensor(71.3986)
tensor(114),tensor(162.5918)
tensor(89),tensor(90.4098)
tensor(107),tensor(106.2092)
tensor(151),tensor(122.3679)
tensor(196),tensor(193.2203)
tensor(160),tensor(160.7164)
tensor(115),tensor(111.1870)
tensor(116),tensor(113.8188)
tensor(161),tensor(113.0087)
tensor(166),tensor(108.1274)
tensor(129),tensor(103.9032)
tensor(117),tensor(102.4118)
tensor(93),tensor(93.1162)
tensor(78),tensor(78.9940)
tensor(87),tensor(99.7782)
tensor(118),tensor(116.7407)
tensor(59),tensor(150.4222)
tensor(130),tensor(126.0835)
tensor(158),tensor(159.7843)
tensor(124),tensor(126.0648)
tensor(79),tensor(79.8236)
tensor(123),tensor(122.4073)
tensor(152),tensor(124.4627)
tensor(94),tensor(97.5183)
tensor(52),tensor(51.0731)
tensor(121),tensor(118.3795)
tensor(99),tensor(151.2334)
tensor(103),tensor(103.2480)
tensor(125),tensor(124.4560)
tensor(168),tensor(157.7747)
tensor(65),tensor(65.4881)
tensor(15),tensor(15.0045)
tensor(39),tensor(38.8569)
tensor(142),tensor(154.9857)
tensor(16),tensor(15.9245)
tensor(1),tensor(3.0001)
tensor(8),tensor(7.7272)
tensor(40),tensor(39.9984)
tensor(42),tensor(41.6715)
tensor(13),tensor(12.9978)
tensor(176),tensor(130.3025)
tensor(177),tensor(144.1654)
tensor(140),tensor(140.8245)
tensor(143),tensor(143.0933)
tensor(131),tensor(97.7680)
tensor(172),tensor(155.5887)
tensor(181),tensor(180.7645)
tensor(83),tensor(80.4902)
tensor(84),tensor(91.3821)
tensor(95),tensor(95.3367)
tensor(25),tensor(80.0029)
tensor(153),tensor(151.1088)
tensor(132),tensor(150.0297)
tensor(173),tensor(133.1481)
tensor(197),tensor(175.3077)
tensor(75),tensor(92.8083)
tensor(154),tensor(140.5036)
tensor(41),tensor(40.8296)
tensor(53),tensor(38.3637)
tensor(169),tensor(167.5358)
tensor(162),tensor(160.9582)
tensor(122),tensor(122.0563)
tensor(174),tensor(136.5812)
tensor(198),tensor(153.9486)
tensor(199),tensor(168.5524)
tensor(178),tensor(145.4819)
tensor(182),tensor(155.6265)
tensor(77),tensor(76.7525)
tensor(19),tensor(18.8964)
tensor(38),tensor(37.8486)
tensor(138),tensor(141.0627)
tensor(81),tensor(80.7777)
tensor(66),tensor(66.0417)
tensor(96),tensor(95.9760)
tensor(80),tensor(79.7630)
tensor(163),tensor(162.7639)
tensor(170),tensor(165.2048)
tensor(155),tensor(162.7259)
tensor(133),tensor(133.1297)
tensor(102),tensor(143.9514)
tensor(35),tensor(34.9935)
tensor(104),tensor(102.4404)
tensor(72),tensor(71.8388)
tensor(43),tensor(42.7646)
tensor(14),tensor(13.9496)
tensor(20),tensor(19.6652)
tensor(55),tensor(55.1788)
tensor(108),tensor(158.0364)
tensor(119),tensor(119.2061)
tensor(165),tensor(165.4229)
tensor(76),tensor(75.9928)
tensor(105),tensor(104.9942)
tensor(56),tensor(55.9654)
tensor(27),tensor(26.6954)
tensor(2),tensor(3.0143)
tensor(18),tensor(17.9135)
tensor(180),tensor(179.9923)
tensor(33),tensor(33.1561)
tensor(34),tensor(34.1802)
tensor(88),tensor(88.0633)
tensor(106),tensor(105.7995)
tensor(6),tensor(6.0265)
tensor(54),tensor(53.9639)
tensor(57),tensor(57.5201)
tensor(58),tensor(58.1355)
tensor(29),tensor(28.8951)
tensor(141),tensor(141.3605)
tensor(49),tensor(49.1867)
tensor(21),tensor(20.8894)
tensor(185),tensor(185.4264)
tensor(23),tensor(23.0130)
tensor(50),tensor(50.0804)
tensor(90),tensor(90.8145)
tensor(98),tensor(98.0622)
tensor(73),tensor(73.1500)
tensor(186),tensor(187.2239)
tensor(44),tensor(44.0754)
tensor(7),tensor(6.6745)
tensor(51),tensor(51.0677)
tensor(171),tensor(171.5168)
tensor(62),tensor(61.9480)
tensor(12),tensor(12.2341)
tensor(9),tensor(8.7286)
tensor(30),tensor(30.3683)
tensor(31),tensor(31.1812)
tensor(82),tensor(82.5508)
tensor(60),tensor(60.1422)
tensor(45),tensor(45.0275)
tensor(17),tensor(16.9239)
tensor(0),tensor(3.0001)
tensor(3),tensor(3.0314)
tensor(24),tensor(23.8569)
tensor(10),tensor(9.9863)
tensor(11),tensor(10.8438)
tensor(67),tensor(67.0902)
tensor(101),tensor(100.8770)
tensor(97),tensor(96.9313)
tensor(164),tensor(163.7843)
tensor(179),tensor(179.0299)
tensor(183),tensor(182.2352)
tensor(184),tensor(184.0173)
tensor(136),tensor(136.0532)
tensor(109),tensor(109.1183)
tensor(22),tensor(21.9170)
tensor(91),tensor(91.0094)
tensor(187),tensor(187.2209)
tensor(188),tensor(187.9353)
tensor(189),tensor(189.3580)
tensor(28),tensor(27.7041)
tensor(137),tensor(137.4879)
tensor(175),tensor(175.2663)
tensor(146),tensor(146.0743)
tensor(167),tensor(166.9242)
tensor(190),tensor(190.0598)
tensor(46),tensor(46.0860)
tensor(36),tensor(35.9970)
tensor(147),tensor(147.0152)
tensor(148),tensor(147.4345)
tensor(191),tensor(190.6619)
tensor(156),tensor(154.9998)
tensor(134),tensor(133.9279)
tensor(149),tensor(148.9747)
tensor(157),tensor(157.0335)
tensor(192),tensor(191.6499)
tensor(159),tensor(159.1378)
tensor(64),tensor(63.7634)
tensor(110),tensor(110.0196)
tensor(111),tensor(111.3486)
tensor(144),tensor(143.6681)
tensor(85),tensor(84.6629)
tensor(145),tensor(145.3219)
tensor(126),tensor(125.8356)
tensor(139),tensor(139.1374)
tensor(193),tensor(192.3233)
tensor(194),tensor(194.1358)
tensor(47),tensor(47.1375)
tensor(37),tensor(36.8259)
tensor(26),tensor(25.9135)
tensor(112),tensor(111.7311)
tensor(135),tensor(134.6129)
tensor(100),tensor(99.6793)
tensor(127),tensor(126.5019)
tensor(74),tensor(74.8239)
tensor(195),tensor(195.2672)
tensor(92),tensor(92.4086)
tensor(4),tensor(4.4778)
tensor(5),tensor(5.2438)
tensor(32),tensor(31.8912)
tensor(61),tensor(60.9767)
tensor(128),tensor(128.8492)
tensor(150),tensor(149.9919)
tensor(120),tensor(119.4601)
tensor(68),tensor(67.9229)
tensor(69),tensor(69.3633)
tensor(113),tensor(113.0948)
tensor(86),tensor(86.1416)
tensor(48),tensor(47.8858)
tensor(70),tensor(70.1262)
tensor(71),tensor(71.1461)
tensor(114),tensor(113.6773)
tensor(89),tensor(90.6114)
tensor(107),tensor(106.8324)
tensor(151),tensor(151.1126)
tensor(196),tensor(196.2030)
tensor(160),tensor(159.4545)
tensor(115),tensor(114.8002)
tensor(116),tensor(113.1507)
tensor(161),tensor(160.5146)
tensor(166),tensor(164.8131)
tensor(129),tensor(128.0007)
tensor(117),tensor(116.8508)
tensor(93),tensor(93.3708)
tensor(78),tensor(78.1940)
tensor(87),tensor(86.3000)
tensor(118),tensor(117.6937)
tensor(59),tensor(58.9710)
tensor(130),tensor(129.4859)
tensor(158),tensor(158.1713)
tensor(124),tensor(123.9628)
tensor(79),tensor(82.9090)
tensor(123),tensor(122.8117)
tensor(152),tensor(152.0721)
tensor(94),tensor(94.1073)
tensor(52),tensor(51.5617)
tensor(121),tensor(120.9912)
tensor(99),tensor(98.3554)
tensor(103),tensor(103.0133)
tensor(125),tensor(124.7908)
tensor(168),tensor(167.4464)
tensor(65),tensor(65.3866)
tensor(15),tensor(15.1523)
tensor(39),tensor(38.8640)
tensor(142),tensor(142.0797)
tensor(16),tensor(15.9460)
tensor(1),tensor(3.0000)
tensor(8),tensor(7.7793)
tensor(40),tensor(39.7809)
tensor(42),tensor(41.7739)
tensor(13),tensor(12.9925)
tensor(176),tensor(176.1506)
tensor(177),tensor(170.6294)
tensor(140),tensor(140.5279)
tensor(143),tensor(142.9587)
tensor(131),tensor(131.1978)
tensor(172),tensor(172.2051)
tensor(181),tensor(181.6629)
tensor(83),tensor(83.2838)
tensor(84),tensor(84.0501)
tensor(95),tensor(97.4146)
tensor(25),tensor(24.8624)
tensor(153),tensor(151.6278)
tensor(132),tensor(132.1435)
tensor(173),tensor(171.0947)
tensor(197),tensor(196.8723)
tensor(75),tensor(75.1449)
tensor(154),tensor(153.7452)
tensor(41),tensor(40.8914)
tensor(53),tensor(53.2740)
tensor(169),tensor(167.4843)
tensor(162),tensor(161.9185)
tensor(122),tensor(122.2167)
tensor(174),tensor(174.2668)
tensor(198),tensor(197.7651)
tensor(199),tensor(197.9384)
tensor(178),tensor(178.8224)
tensor(182),tensor(179.9637)
tensor(77),tensor(75.3055)
tensor(19),tensor(18.9215)
tensor(38),tensor(37.9964)
tensor(138),tensor(137.8013)
tensor(81),tensor(80.8842)
tensor(66),tensor(65.6636)
tensor(96),tensor(96.5270)
tensor(80),tensor(79.0282)
tensor(163),tensor(145.0782)
tensor(170),tensor(169.4026)
tensor(155),tensor(161.3803)
tensor(133),tensor(132.3358)
tensor(102),tensor(170.1671)
tensor(35),tensor(35.0178)
tensor(104),tensor(104.4207)
tensor(72),tensor(71.9267)
tensor(43),tensor(43.1321)
tensor(14),tensor(14.0209)
tensor(20),tensor(19.9369)
tensor(55),tensor(54.9105)
tensor(108),tensor(108.2063)
tensor(119),tensor(119.1787)
tensor(165),tensor(165.5191)
tensor(76),tensor(76.1166)
tensor(105),tensor(105.0453)
tensor(56),tensor(55.7811)
tensor(27),tensor(26.8585)
tensor(2),tensor(3.0000)
tensor(18),tensor(17.9791)
tensor(180),tensor(179.9985)
tensor(33),tensor(33.1895)
tensor(34),tensor(33.8540)
tensor(88),tensor(88.0129)
tensor(106),tensor(106.2884)
tensor(6),tensor(5.8334)
tensor(54),tensor(53.9870)
tensor(57),tensor(57.1772)
tensor(58),tensor(58.1008)
tensor(29),tensor(29.0688)
tensor(141),tensor(141.3344)
tensor(49),tensor(49.0820)
tensor(21),tensor(21.4455)
tensor(185),tensor(185.0470)
tensor(23),tensor(23.0077)
tensor(50),tensor(49.5060)
tensor(90),tensor(90.0246)
tensor(98),tensor(98.0262)
tensor(73),tensor(73.2328)
tensor(186),tensor(182.2695)
tensor(44),tensor(44.0600)
tensor(7),tensor(6.8243)
tensor(51),tensor(50.8206)
tensor(171),tensor(171.2928)
tensor(62),tensor(61.9452)
tensor(12),tensor(12.1134)
tensor(9),tensor(8.5765)
tensor(30),tensor(29.7015)
tensor(31),tensor(30.9312)
tensor(82),tensor(82.1157)
tensor(60),tensor(60.1071)
tensor(45),tensor(44.9904)
tensor(17),tensor(16.9791)
tensor(0),tensor(3.0004)
tensor(3),tensor(3.0185)
tensor(24),tensor(23.8708)
tensor(10),tensor(9.9638)
tensor(11),tensor(10.8056)
tensor(67),tensor(67.2238)
tensor(101),tensor(101.0854)
tensor(97),tensor(96.6179)
tensor(164),tensor(164.3014)
tensor(179),tensor(180.0172)
tensor(183),tensor(183.0637)
tensor(184),tensor(184.1375)
tensor(136),tensor(136.0446)
tensor(109),tensor(109.3025)
tensor(22),tensor(21.9247)
tensor(91),tensor(91.1998)
tensor(187),tensor(186.9091)
tensor(188),tensor(188.1006)
tensor(189),tensor(188.8707)
tensor(28),tensor(27.9371)
tensor(137),tensor(137.2792)
tensor(175),tensor(174.8164)
tensor(146),tensor(146.0186)
tensor(167),tensor(167.0537)
tensor(190),tensor(189.8370)
tensor(46),tensor(46.0325)
tensor(36),tensor(36.0051)
tensor(147),tensor(146.9904)
tensor(148),tensor(148.0234)
tensor(191),tensor(190.7328)
tensor(156),tensor(154.9943)
tensor(134),tensor(133.7981)
tensor(149),tensor(148.8600)
tensor(157),tensor(157.0251)
tensor(192),tensor(191.0701)
tensor(159),tensor(159.4931)
tensor(63),tensor(63.1444)
tensor(64),tensor(63.7662)
tensor(110),tensor(110.0142)
tensor(111),tensor(110.7816)
tensor(144),tensor(143.8062)
tensor(85),tensor(84.9919)
tensor(145),tensor(145.1566)
tensor(126),tensor(125.3660)
tensor(139),tensor(139.0001)
tensor(193),tensor(133.4645)
tensor(194),tensor(179.4279)
tensor(47),tensor(46.8593)
tensor(37),tensor(36.9680)
tensor(26),tensor(25.9299)
tensor(112),tensor(111.7976)
tensor(135),tensor(134.8115)
tensor(100),tensor(99.6955)
tensor(127),tensor(127.0250)
tensor(74),tensor(74.0970)
tensor(195),tensor(195.2937)
tensor(92),tensor(92.8861)
tensor(4),tensor(4.3998)
tensor(5),tensor(5.2928)
tensor(32),tensor(31.7898)
tensor(61),tensor(60.9759)
tensor(128),tensor(127.9051)
tensor(150),tensor(130.1017)
tensor(120),tensor(119.7655)
tensor(68),tensor(68.8987)
tensor(69),tensor(69.5712)
tensor(113),tensor(112.8691)
tensor(86),tensor(86.1608)
tensor(48),tensor(47.6765)
tensor(70),tensor(70.3534)
tensor(71),tensor(85.0612)
tensor(114),tensor(114.0259)
tensor(89),tensor(89.0759)
tensor(107),tensor(107.1091)
tensor(151),tensor(150.8673)
tensor(196),tensor(196.4233)
tensor(160),tensor(159.9250)
tensor(115),tensor(115.1545)
tensor(116),tensor(116.4939)
tensor(161),tensor(159.3070)
tensor(166),tensor(165.3288)
tensor(129),tensor(128.9574)
tensor(117),tensor(116.6266)
tensor(93),tensor(92.2963)
tensor(78),tensor(78.0968)
tensor(87),tensor(86.9745)
tensor(118),tensor(117.9312)
tensor(59),tensor(58.9049)
tensor(130),tensor(129.7552)
tensor(158),tensor(157.5775)
tensor(124),tensor(123.8796)
tensor(79),tensor(79.1104)
tensor(123),tensor(123.1635)
tensor(152),tensor(149.5224)
tensor(94),tensor(94.0597)
tensor(52),tensor(52.0053)
tensor(121),tensor(120.6225)
tensor(99),tensor(98.5627)
tensor(103),tensor(103.1744)
tensor(125),tensor(124.8734)
tensor(168),tensor(167.4350)
tensor(65),tensor(65.1719)
tensor(15),tensor(15.1077)
tensor(39),tensor(38.9677)
tensor(142),tensor(141.8909)
tensor(16),tensor(15.8640)
tensor(1),tensor(3.0013)
tensor(8),tensor(8.5010)
tensor(40),tensor(39.8616)
tensor(42),tensor(41.4169)
tensor(13),tensor(12.9981)
tensor(176),tensor(131.7415)
tensor(177),tensor(181.1382)
tensor(140),tensor(140.5803)
tensor(143),tensor(143.1555)
tensor(131),tensor(131.1435)
tensor(172),tensor(172.5538)
tensor(181),tensor(181.4881)
tensor(83),tensor(83.2998)
tensor(84),tensor(83.9720)
tensor(95),tensor(95.4707)
tensor(25),tensor(24.5366)
tensor(153),tensor(152.8037)
tensor(132),tensor(132.3463)
tensor(173),tensor(172.7272)
tensor(197),tensor(196.8596)
tensor(75),tensor(75.1402)
tensor(154),tensor(152.5615)
tensor(41),tensor(41.1681)
tensor(53),tensor(52.8223)
tensor(169),tensor(168.9001)
tensor(162),tensor(161.8851)
tensor(122),tensor(122.2271)
tensor(174),tensor(167.7762)
tensor(198),tensor(164.0855)
tensor(199),tensor(196.7066)
tensor(178),tensor(178.6120)
tensor(182),tensor(179.8257)
tensor(77),tensor(96.1862)
tensor(19),tensor(18.9580)
tensor(38),tensor(37.7943)
tensor(138),tensor(137.9616)
tensor(81),tensor(83.8274)
tensor(66),tensor(77.8540)
tensor(96),tensor(96.5461)
tensor(80),tensor(79.8444)
tensor(163),tensor(140.2891)
tensor(170),tensor(171.9495)
tensor(155),tensor(154.6912)
tensor(133),tensor(133.0550)
tensor(102),tensor(101.9882)
tensor(35),tensor(34.9664)
tensor(104),tensor(103.3754)
tensor(72),tensor(72.1991)
tensor(43),tensor(42.9893)
tensor(14),tensor(14.1414)
tensor(20),tensor(19.9602)
tensor(55),tensor(54.9751)
tensor(108),tensor(107.8524)
tensor(119),tensor(119.0300)
tensor(165),tensor(165.2955)
tensor(76),tensor(76.0256)
tensor(105),tensor(105.2082)
tensor(27),tensor(26.8382)
tensor(2),tensor(3.0005)
tensor(18),tensor(17.6873)
tensor(180),tensor(159.1094)
tensor(33),tensor(32.8473)
tensor(34),tensor(34.0160)
tensor(88),tensor(88.1332)
tensor(106),tensor(114.4141)
tensor(6),tensor(5.7814)
tensor(54),tensor(53.9702)
tensor(57),tensor(57.0420)
tensor(58),tensor(58.0691)
tensor(29),tensor(28.8338)
tensor(141),tensor(141.0662)
tensor(49),tensor(49.1863)
tensor(21),tensor(21.0931)
tensor(185),tensor(185.7048)
tensor(23),tensor(23.0055)
tensor(50),tensor(49.9652)
tensor(90),tensor(90.8150)
tensor(98),tensor(98.0120)
tensor(73),tensor(72.9237)
tensor(186),tensor(180.1388)
tensor(44),tensor(44.1642)
tensor(7),tensor(6.7165)
tensor(51),tensor(50.7775)
tensor(171),tensor(171.1829)
tensor(62),tensor(61.9489)
tensor(12),tensor(12.2954)
tensor(9),tensor(8.8626)
tensor(30),tensor(29.7845)
tensor(31),tensor(31.1738)
tensor(82),tensor(82.5732)
tensor(60),tensor(59.7034)
tensor(45),tensor(44.7387)
tensor(17),tensor(16.7465)
tensor(0),tensor(3.0030)
tensor(3),tensor(3.0296)
tensor(24),tensor(23.8269)
tensor(10),tensor(9.9993)
tensor(11),tensor(11.0376)
tensor(67),tensor(67.6996)
tensor(101),tensor(100.9724)
tensor(97),tensor(96.8317)
tensor(164),tensor(164.2063)
tensor(179),tensor(179.2811)
tensor(183),tensor(183.0296)
tensor(184),tensor(183.9913)
tensor(136),tensor(136.1034)
tensor(109),tensor(109.0826)
tensor(22),tensor(21.9369)
tensor(91),tensor(89.5359)
tensor(187),tensor(187.1779)
tensor(188),tensor(187.9603)
tensor(189),tensor(133.1812)
tensor(28),tensor(132.5859)
tensor(137),tensor(137.1732)
tensor(175),tensor(175.2506)
tensor(146),tensor(146.0199)
tensor(167),tensor(167.1779)
tensor(190),tensor(189.8863)
tensor(46),tensor(45.8362)
tensor(36),tensor(36.0345)
tensor(147),tensor(147.0540)
tensor(148),tensor(148.1605)
tensor(191),tensor(190.5320)
tensor(156),tensor(155.8892)
tensor(134),tensor(134.1134)
tensor(149),tensor(149.6764)
tensor(157),tensor(157.1100)
tensor(192),tensor(190.6452)
tensor(159),tensor(159.3009)
tensor(64),tensor(63.9905)
tensor(110),tensor(110.3228)
tensor(111),tensor(110.9034)
tensor(144),tensor(143.9897)
tensor(85),tensor(85.2678)
tensor(145),tensor(145.0756)
tensor(126),tensor(125.0521)
tensor(139),tensor(138.8929)
tensor(193),tensor(192.1251)
tensor(194),tensor(193.7298)
tensor(47),tensor(47.1551)
tensor(37),tensor(37.0091)
tensor(26),tensor(25.8639)
tensor(112),tensor(112.1535)
tensor(135),tensor(134.7255)
tensor(100),tensor(99.9049)
tensor(127),tensor(127.8426)
tensor(74),tensor(73.6363)
tensor(195),tensor(194.3990)
tensor(92),tensor(92.1273)
tensor(4),tensor(4.2433)
tensor(5),tensor(4.9341)
tensor(32),tensor(31.9905)
tensor(61),tensor(60.5240)
tensor(128),tensor(127.7196)
tensor(150),tensor(149.7601)
tensor(120),tensor(120.3967)
tensor(68),tensor(68.5696)
tensor(69),tensor(69.4446)
tensor(113),tensor(112.6334)
tensor(86),tensor(86.1516)
tensor(48),tensor(48.3106)
tensor(70),tensor(70.2716)
tensor(71),tensor(71.9896)
tensor(114),tensor(114.3203)
tensor(89),tensor(88.8345)
tensor(107),tensor(106.9290)
tensor(151),tensor(141.3337)
tensor(196),tensor(159.1847)
tensor(160),tensor(159.4977)
tensor(115),tensor(115.3417)
tensor(116),tensor(115.7392)
tensor(161),tensor(159.5198)
tensor(166),tensor(165.1184)
tensor(129),tensor(129.1788)
tensor(117),tensor(116.8072)
tensor(93),tensor(87.5989)
tensor(78),tensor(95.5423)
tensor(87),tensor(86.7698)
tensor(118),tensor(117.8967)
tensor(59),tensor(58.7128)
tensor(130),tensor(129.3439)
tensor(158),tensor(157.7615)
tensor(124),tensor(123.8371)
tensor(79),tensor(79.2031)
tensor(123),tensor(166.1328)
tensor(152),tensor(151.5436)
tensor(94),tensor(94.1004)
tensor(52),tensor(51.6128)
tensor(121),tensor(120.7944)
tensor(99),tensor(108.2226)
tensor(103),tensor(102.9096)
tensor(125),tensor(125.2636)
tensor(168),tensor(167.3824)
tensor(65),tensor(65.4189)
tensor(15),tensor(15.0229)
tensor(39),tensor(38.7499)
tensor(142),tensor(141.9156)
tensor(16),tensor(15.9025)
tensor(1),tensor(3.0000)
tensor(8),tensor(7.5875)
tensor(40),tensor(40.0766)
tensor(42),tensor(41.9766)
tensor(13),tensor(12.9964)
tensor(176),tensor(175.2584)
tensor(177),tensor(99.4056)
tensor(140),tensor(140.1720)
tensor(143),tensor(143.3006)
tensor(131),tensor(130.9119)
tensor(172),tensor(172.1826)
tensor(181),tensor(181.3677)
tensor(83),tensor(83.3024)
tensor(84),tensor(84.1748)
tensor(95),tensor(95.2114)
tensor(25),tensor(25.8377)
tensor(153),tensor(154.8179)
tensor(132),tensor(151.0343)
tensor(173),tensor(171.8164)
tensor(197),tensor(176.9174)
tensor(75),tensor(75.0701)
tensor(154),tensor(152.7464)
tensor(41),tensor(41.3830)
tensor(53),tensor(53.7035)
tensor(169),tensor(169.0157)
tensor(162),tensor(160.6546)
tensor(122),tensor(122.9054)
tensor(174),tensor(173.5808)
tensor(198),tensor(197.9491)
tensor(199),tensor(171.4114)
tensor(178),tensor(177.5228)
tensor(182),tensor(178.1635)
tensor(77),tensor(76.9824)
tensor(19),tensor(18.7320)
tensor(38),tensor(37.8467)
tensor(138),tensor(135.6111)
tensor(81),tensor(81.0696)
tensor(66),tensor(66.5405)
tensor(96),tensor(96.1165)
tensor(80),tensor(79.7683)
tensor(163),tensor(162.3968)
tensor(170),tensor(170.2531)
tensor(155),tensor(170.4894)
tensor(133),tensor(133.2042)
tensor(102),tensor(102.2468)
tensor(35),tensor(35.1028)
tensor(104),tensor(103.1270)
tensor(72),tensor(113.3244)
tensor(43),tensor(42.6170)
tensor(14),tensor(13.9517)
tensor(20),tensor(19.8051)
tensor(55),tensor(55.0398)
tensor(108),tensor(122.5630)
tensor(119),tensor(118.3861)
tensor(165),tensor(165.2197)
tensor(76),tensor(76.1648)
tensor(105),tensor(104.8889)
tensor(56),tensor(56.1915)
tensor(27),tensor(26.9269)
tensor(2),tensor(3.0034)
tensor(18),tensor(17.7389)
tensor(180),tensor(179.9995)
tensor(33),tensor(32.8734)
tensor(34),tensor(34.0993)
tensor(88),tensor(88.1039)
tensor(106),tensor(104.5921)
tensor(6),tensor(6.0181)
tensor(54),tensor(53.9701)
tensor(57),tensor(57.3212)
tensor(58),tensor(58.3258)
tensor(29),tensor(28.8948)
tensor(141),tensor(141.1364)
tensor(49),tensor(49.2900)
tensor(21),tensor(21.0576)
tensor(185),tensor(185.5794)
tensor(23),tensor(23.0080)
tensor(50),tensor(50.1125)
tensor(90),tensor(93.5254)
tensor(98),tensor(98.0398)
tensor(73),tensor(73.1150)
tensor(186),tensor(186.1638)
tensor(44),tensor(44.0983)
tensor(7),tensor(6.7039)
tensor(51),tensor(51.0987)
tensor(171),tensor(171.2212)
tensor(62),tensor(61.9578)
tensor(12),tensor(12.3382)
tensor(9),tensor(8.6532)
tensor(30),tensor(29.8912)
tensor(31),tensor(30.9957)
tensor(82),tensor(82.1945)
tensor(60),tensor(59.6605)
tensor(45),tensor(44.8676)
tensor(17),tensor(17.0175)
tensor(0),tensor(3.0001)
tensor(3),tensor(3.1680)
tensor(24),tensor(23.9874)
tensor(10),tensor(9.8431)
tensor(11),tensor(10.8814)
tensor(67),tensor(66.8337)
tensor(101),tensor(101.2859)
tensor(97),tensor(96.9786)
tensor(164),tensor(164.2151)
tensor(179),tensor(178.8896)
tensor(183),tensor(183.1367)
tensor(184),tensor(184.1609)
tensor(136),tensor(136.1432)
tensor(109),tensor(108.9327)
tensor(22),tensor(21.8522)
tensor(91),tensor(90.9142)
tensor(187),tensor(187.0905)
tensor(188),tensor(188.3086)
tensor(189),tensor(189.9082)
tensor(28),tensor(27.7773)
tensor(137),tensor(136.8498)
tensor(175),tensor(175.2290)
tensor(146),tensor(146.0829)
tensor(167),tensor(167.1039)
tensor(190),tensor(190.1471)
tensor(46),tensor(46.1508)
tensor(36),tensor(36.0034)
tensor(147),tensor(146.9081)
tensor(148),tensor(147.9960)
tensor(191),tensor(190.7762)
tensor(156),tensor(154.9951)
tensor(134),tensor(134.0431)
tensor(149),tensor(149.5140)
tensor(157),tensor(157.0523)
tensor(192),tensor(192.3418)
tensor(159),tensor(158.8380)
tensor(63),tensor(63.1309)
tensor(64),tensor(64.0260)
tensor(110),tensor(110.0032)
tensor(111),tensor(110.5631)
tensor(144),tensor(143.9693)
tensor(85),tensor(84.8503)
tensor(145),tensor(145.0106)
tensor(126),tensor(125.4447)
tensor(139),tensor(139.0490)
tensor(193),tensor(192.4754)
tensor(194),tensor(195.0830)
tensor(47),tensor(46.9067)
tensor(37),tensor(36.8510)
tensor(26),tensor(25.7615)
tensor(112),tensor(111.9868)
tensor(135),tensor(134.2139)
tensor(100),tensor(99.6951)
tensor(127),tensor(127.3005)
tensor(74),tensor(73.9848)
tensor(195),tensor(195.3651)
tensor(92),tensor(91.8870)
tensor(4),tensor(4.3745)
tensor(5),tensor(5.4026)
tensor(32),tensor(31.7989)
tensor(61),tensor(61.0818)
tensor(128),tensor(127.5281)
tensor(150),tensor(150.0168)
tensor(120),tensor(119.8278)
tensor(68),tensor(68.5161)
tensor(69),tensor(69.3816)
tensor(113),tensor(111.6209)
tensor(86),tensor(86.1893)
